1595942767924181938,959.747131348
1595942767924586057,959.747131348
1595942767925122976,959.747131348
1595942767925542116,959.747131348
1595942767934182882,960.091247559
1595942767934603929,960.091247559
1595942767935204982,960.091247559
1595942767935705900,960.091247559
1595942767936141014,960.091247559
1595942767936620950,960.091247559
1595942767937105894,960.091247559
1595942767937608957,960.43536377
1595942767938128948,960.43536377
1595942767938514947,960.43536377
1595942767939133882,960.43536377
1595942767939519882,960.43536377
