1595942797515275955,840.344116211
1595942797515685081,840.344116211
1595942797516114950,840.344116211
1595942797516686916,840.344116211
1595942797517102003,840.344116211
1595942797517671108,840.344116211
1595942797535722017,840.344116211
1595942797536159038,840.344116211
1595942797536676883,840.344116211
1595942797537178993,840.344116211
1595942797537767887,840.344116211
1595942797538173913,840.344116211
1595942797538815021,840.344116211
1595942797539324045,840.344116211
1595942797539644002,840.344116211
1595942797540138959,840.344116211
1595942797540608882,840.344116211
1595942797541148900,840.344116211
1595942797541598081,840.344116211
1595942797542089939,840.344116211
1595942797542586088,840.344116211
1595942797543097019,840.344116211
1595942797543787956,840.344116211
1595942797544236898,840.344116211
1595942797544621944,840.344116211
1595942797545104980,840.344116211
1595942797547020912,840.344116211
1595942797617710113,840.344116211
1595942797618084907,840.344116211
1595942797618680953,840.344116211
1595942797619080066,840.344116211
1595942797619611978,840.344116211
1595942797620167970,840.344116211
1595942797620635986,840.344116211
1595942797621088981,840.344116211
1595942797621584892,840.344116211
1595942797622092962,840.344116211
1595942799259756088,2492.02905273
1595942799260426998,2492.02905273
1595942799260943889,2492.02905273
1595942799261404991,2492.02905273
1595942799261874914,2492.02905273
1595942799262346029,2492.02905273
1595942799262862920,2492.02905273
1595942799263493061,2492.02905273
1595942799263900995,2492.02905273
1595942799264357089,2492.02905273
1595942799264875888,2492.02905273
1595942799265835046,2492.02905273
1595942799265901088,2492.02905273
1595942799266411066,2492.02905273
1595942799266913890,2492.02905273
1595942799267503976,2492.02905273
1595942799268024921,2492.02905273
1595942799268517017,2492.02905273
1595942799268939971,2492.02905273
1595942799269409894,2492.02905273
1595942799269907951,2492.02905273
1595942799270440101,2492.02905273
1595942799271009922,2492.02905273
