1595942782156464099,881.98034668
1595942782156841993,881.98034668
1595942782157412052,881.636230469
1595942782157835006,881.636230469
1595942782158375024,880.947998047
1595942782158854961,879.915710449
1595942782159415006,879.227539062
1595942782159867048,878.539306641
1595942782160325050,878.19519043
1595942782160912990,877.851135254
1595942782161380052,877.507019043
1595942782161854028,877.507019043
1595942782162389039,877.162902832
1595942782162864923,877.162902832
1595942782163501977,877.162902832
1595942782163825988,877.162902832
1595942782164376020,877.162902832
1595942782164840936,877.162902832
1595942782165332078,877.507019043
1595942782165841102,877.507019043
1595942782166332960,877.507019043
1595942782166886091,877.507019043
1595942782167426109,877.507019043
1595942782167870044,877.507019043
1595942782168360948,877.507019043
1595942782168839931,877.507019043
1595942782169472932,877.507019043
1595942782169811010,877.507019043
1595942782179338932,877.507019043
1595942782179893970,877.507019043
1595942782180360078,877.507019043
1595942782180880069,877.507019043
1595942782181375980,877.851135254
1595942782181817054,877.851135254
1595942782182333946,877.851135254
1595942782182840108,877.851135254
1595942782183407068,877.851135254
1595942782184075117,877.851135254
1595942782184334993,877.851135254
1595942782184839010,877.851135254
1595942782185323953,877.851135254
1595942782185846090,877.851135254
1595942782186311960,877.851135254
1595942782186830043,877.851135254
1595942782187376976,877.851135254
1595942782187769889,877.851135254
1595942782188323020,877.851135254
1595942782188841104,877.851135254
1595942782197907924,877.162902832
1595942782198348045,877.162902832
1595942782198820114,877.162902832
1595942782199393033,877.162902832
1595942782200134038,877.162902832
1595942782200366020,877.162902832
1595942782200849056,877.162902832
1595942782201499938,877.162902832
1595942782205084085,877.162902832
1595942782205200910,877.162902832
1595942782205228090,877.162902832
1595942782205254077,877.162902832
1595942783838912010,2486.5234375
1595942783839493036,2486.5234375
1595942783839895963,2486.5234375
1595942783840409994,2486.5234375
1595942783840960025,2486.5234375
1595942783841461896,2486.5234375
1595942783841847896,2486.5234375
1595942783845072031,2486.5234375
1595942783845130920,2486.5234375
1595942783845161914,2486.5234375
1595942783845182895,2486.5234375
1595942783845231056,2486.5234375
1595942783845252037,2486.5234375
1595942783845303058,2486.5234375
1595942783845887899,2486.5234375
1595942783846446037,2486.5234375
1595942783846899032,2486.5234375
