1595944996264739990,843.785095215
1595944996265218019,843.785095215
1595944996265755891,843.785095215
1595944996266216993,843.785095215
1595944996277050018,843.785095215
1595944996277101993,843.785095215
1595944996277134895,843.785095215
1595944996277302980,843.785095215
1595944996277884960,843.785095215
1595944996278280019,843.785095215
1595944996278852939,843.785095215
1595944996279333114,843.785095215
1595944996279870986,843.785095215
1595944996280396938,843.785095215
1595944996280878067,843.785095215
1595944996281399965,843.785095215
1595944996281886100,843.785095215
1595944996282301902,843.785095215
1595944996282821893,843.785095215
1595944996283328056,843.785095215
1595944996283883094,843.785095215
1595944996284277915,843.785095215
1595944996972723007,2430.43481445
1595944996973181009,2429.05859375
1595944996973685979,2426.99389648
1595944996974183082,2424.92919922
1595944996974739074,2422.52050781
1595944996975275039,2419.76782227
