1595942790452485084,902.282287598
1595942790452936887,902.282287598
1595942790453397035,902.282287598
1595942790453950881,902.282287598
1595942790454431056,902.282287598
1595942790454936027,902.282287598
1595942790457484006,901.938171387
1595942790457931041,901.938171387
1595942791603882074,2489.62036133
1595942791603967905,2489.62036133
1595942791604006052,2489.62036133
1595942791604032993,2489.62036133
1595942791604098081,2489.62036133
1595942791607094049,2489.62036133
1595942791607136964,2489.62036133
1595942791607158899,2489.62036133
1595942791607172966,2489.62036133
1595942791607186079,2489.62036133
1595942791607197046,2489.62036133
